col_all,ngram_col_all,default_col_all,p_global_col_all,col_minus1,ngram_col_minus1,default_col_minus1,p_global_col_minus1,col_1,ngram_col_1,default_col_1,p_global_col_1,word,ngram_word,default_word,p_global_word,n
0.12492062534197067,E,0.0074232438491183455,0.12492062534197067,0.20134006864606535,E,0.0019425160032328066,0.042027540960974684,0.1597774669605735,T,0.004120097368053532,0.033351801668105314,0.6865133511675412,A,0.001632808800330208,0.004296355569364632,1
0.0927556484289489,T,0.0074232438491183455,0.0927556484289489,0.1290293085716578,S,0.0019425160032328066,0.026933459333890835,0.1168166348802091,A,0.004120097368053532,0.024384197047144274,0.17419800216234888,I,0.001632808800330208,0.0010901704322131256,1
0.08040605150731232,A,0.0074232438491183455,0.08040605150731232,0.0998109506296555,D,0.0019425160032328066,0.020834446139559537,0.076309929632569,O,0.004120097368053532,0.01592886460667532,0.025554287234577425,S,0.001632808800330208,0.0001599244997853309,1
0.076406929387264,O,0.0074232438491183455,0.076406929387264,0.09310044523367093,N,0.0019425160032328066,0.019433701408045834,0.07294056329084231,I,0.004120097368053532,0.015225546171891348,0.010913061455314852,C,0.001632808800330208,6.829640280501696e-05,1
0.07569277540220806,I,0.0074232438491183455,0.07569277540220806,0.08970704625889286,T,0.0019425160032328066,0.018725366423517152,0.0668613461923047,S,0.004120097368053532,0.01395657597963131,0.010728566961447588,B,0.001632808800330208,6.714179460272101e-05,1
0.07233629221774214,N,0.0074232438491183455,0.07233629221774214,0.060022494548563815,Y,0.0019425160032328066,0.012529040370270791,0.05497037174248263,W,0.004120097368053532,0.011474464897041455,0.007524245234568016,D,0.001632808800330208,4.708842568585725e-05,1
0.06512766562623011,S,0.0074232438491183455,0.06512766562623011,0.05899335798353289,R,0.0019425160032328066,0.012314219349139094,0.05238034169690723,C,0.004120097368053532,0.010933824404751137,0.006950734107678901,E,0.001632808800330208,4.349926355243021e-05,1
0.06279420706085999,R,0.0074232438491183455,0.06279420706085999,0.04714276550562804,F,0.0019425160032328066,0.00984053756226891,0.04433518880585437,B,0.004120097368053532,0.009254486581238204,0.0064614207367400854,T,0.001632808800330208,4.043702998796672e-05,1
0.05053301406632262,H,0.0074232438491183455,0.05053301406632262,0.04176971584142051,O,0.0019425160032328066,0.008718972111505137,0.04318712691755227,P,0.004120097368053532,0.009014841197381853,0.006212632282504415,M,0.001632808800330208,3.888005566382399e-05,1
0.0406898604777074,L,0.0074232438491183455,0.0406898604777074,0.034645457514857966,L,0.0019425160032328066,0.0072318609733714135,0.041996551888301904,H,0.004120097368053532,0.008766321659540168,0.006169597334824075,X,0.001632808800330208,3.8610733243758454e-05,1
0.038169582783224694,D,0.0074232438491183455,0.038169582783224694,0.029392075307755828,G,0.0019425160032328066,0.0061352747976670605,0.04026683139840961,F,0.004120097368053532,0.008405261393549211,0.005721306824678519,O,0.001632808800330208,3.5805230005283e-05,1
0.03343773688810862,C,0.0074232438491183455,0.03343773688810862,0.028190657982695436,A,0.0019425160032328066,0.00588449204895865,0.03826118596947295,M,0.004120097368053532,0.007986604809270381,0.0056239877260407635,N,0.001632808800330208,3.519618511092402e-05,1
0.02729701843405106,U,0.0074232438491183455,0.02729701843405106,0.02711869232156907,H,0.0019425160032328066,0.0056607309216544595,0.03174190875047521,D,0.004120097368053532,0.006625776871742353,0.0052562279981993205,L,0.001632808800330208,3.289466169231536e-05,1
0.02511760599410516,M,0.0074232438491183455,0.02511760599410516,0.01655584323175905,M,0.0019425160032328066,0.00345585150658399,0.028259854313608144,R,0.004120097368053532,0.005898936027503702,0.004845671291680695,V,0.001632808800330208,3.0325305117397387e-05,1
0.02403123383775965,F,0.0074232438491183455,0.02403123383775965,0.00821058881214225,W,0.0019425160032328066,0.001713870765697548,0.027991265075202,E,0.004120097368053532,0.005842870956627846,0.004793209238036895,P,0.001632808800330208,2.9996985739530195e-05,1
0.02135891018410595,P,0.0074232438491183455,0.02135891018410595,0.008020602045098692,K,0.0019425160032328066,0.001674213102482967,0.02415451175086452,L,0.004120097368053532,0.005041990592475351,0.004572866756332571,J,0.001632808800330208,2.861803273471534e-05,1
0.018693758446142437,G,0.0074232438491183455,0.018693758446142437,0.007520669480250651,I,0.0019425160032328066,0.0015698576381773933,0.022841789804202487,N,0.004120097368053532,0.004767974219307758,0.00443586544081647,F,0.001632808800330208,2.7760647566711176e-05,1
0.01675664190911723,W,0.0074232438491183455,0.01675664190911723,0.006032733417692576,C,0.0019425160032328066,0.0012592672314243314,0.016417121563643923,G,0.004120097368053532,0.0034268948730232255,0.004359795176053193,R,0.001632808800330208,2.728458267281957e-05,1
0.016649800974448417,Y,0.0074232438491183455,0.016649800974448417,0.005414989232446832,P,0.0019425160032328066,0.0011303198777087705,0.011832432021450073,U,0.004120097368053532,0.0024698909898735627,0.003566457099705715,Y,0.001632808800330208,2.231969385178237e-05,1
0.014846487698236691,B,0.0074232438491183455,0.014846487698236691,0.0038850320064656133,U,0.0019425160032328066,0.0008109580119069959,0.008240194736107063,V,0.004120097368053532,0.0017200506790674296,0.003265617600660416,H,0.001632808800330208,2.043697233586432e-05,1
0.035562033867788265,TH,0.005374492371471173,0.0281388475885516,0.08140838653048231,HE,0.007210993378149596,0.016483639750384894,0.11391157902025077,TH,0.00567050189817219,0.023064913972521046,0.23585318942716588,OF,0.0037146044686968997,0.008689778033962868,2
0.030747412428375958,HE,0.005374492371471173,0.024329225805279235,0.04306623327141705,OF,0.007210993378149596,0.008720087756391907,0.0448490093017697,OF,0.00567050189817219,0.009081065772200522,0.1473595105853606,TO,0.0037146044686968997,0.005429315759054531,2
0.024327452898924896,IN,0.005374492371471173,0.019249362730081952,0.03984332513484146,ED,0.007210993378149596,0.00806751055966778,0.04030985536683785,AN,0.00567050189817219,0.00816197400016371,0.1286508449619401,IN,0.0037146044686968997,0.00474001343512153,2
0.020482648127014873,ER,0.005374492371471173,0.016207118974093965,0.039006102882476655,ND,0.007210993378149596,0.007897989081756903,0.038528293973146964,IN,0.00567050189817219,0.007801241925025503,0.06385863790114914,IS,0.0037146044686968997,0.0023528085003215915,2
0.019851510793865493,AN,0.005374492371471173,0.015707724668049462,0.031975142435574984,ON,0.007210993378149596,0.006474354195410929,0.030804138620068356,TO,0.00567050189817219,0.006237248341041613,0.04371937597643037,IT,0.0037146044686968997,0.001610797267322389,2
0.018543231910521065,RE,0.005374492371471173,0.014672534716917486,0.02956963731703642,ER,0.007210993378149596,0.005987285461075437,0.0245595056095064,CO,0.00567050189817219,0.004972829706716729,0.043418980262688305,AS,0.0037146044686968997,0.0015997294836680215,2
0.01758046422760261,ON,0.005374492371471173,0.013910734275650705,0.028930738499472256,NG,0.007210993378149596,0.005857920681910685,0.018953948607931172,RE,0.00567050189817219,0.0038378117294274264,0.036702896868535284,BE,0.0037146044686968997,0.0013522820181725579,2
0.014867323009999081,AT,0.005374492371471173,0.011763931663286195,0.028842376321469465,TO,0.007210993378149596,0.005840029032513948,0.018283354900040797,BE,0.00567050189817219,0.003702029341754126,0.03582122040447185,BY,0.0037146044686968997,0.0013197975188571627,2
0.014542484564787907,EN,0.005374492371471173,0.011506899696704025,0.028435007687601467,IN,0.007210993378149596,0.005757544683020395,0.015452592216160573,FO,0.00567050189817219,0.0031288540917761335,0.03499418243092585,ON,0.0037146044686968997,0.0012893261208098085,2
0.013522814458699572,ND,0.005374492371471173,0.010700074591804411,0.026421136727676774,ES,0.007210993378149596,0.005349774368167998,0.014520632665672384,PR,0.00567050189817219,0.002940150124692523,0.031307307660820655,HE,0.0037146044686968997,0.0011534868579656412,2
0.013425788170089764,TI,0.005374492371471173,0.01062330148154237,0.02383809227597855,IS,0.007210993378149596,0.004826757317767653,0.014456012764845568,WH,0.00567050189817219,0.002927065831890135,0.02793515348671101,OR,0.0037146044686968997,0.0010292431649272505,2
0.013393937507580644,ES,0.005374492371471173,0.01059809929706466,0.02257912579229732,RE,0.007210993378149596,0.004571840707093398,0.013721673062655612,HA,0.00567050189817219,0.002778376100755717,0.02599856848185814,AT,0.0037146044686968997,0.0009578916013679663,2
0.012765390616045856,OR,0.005374492371471173,0.010100754706231918,0.01957137488685753,AT,0.007210993378149596,0.003962828730598823,0.013361794529596554,MA,0.00567050189817219,0.0027055075875022172,0.020764497184878848,AN,0.0037146044686968997,0.0007650474092026878,2
0.012048696340679248,TE,0.005374492371471173,0.009533662535488685,0.019113663578304046,AS,0.007210993378149596,0.0038701509532662885,0.012833905188221535,WI,0.00567050189817219,0.0025986201020459666,0.015669402339849856,WE,0.0037146044686968997,0.0005773236672731216,2
0.011749752810478072,OF,0.005374492371471173,0.009297120203146611,0.01833131829989913,OR,0.007210993378149596,0.0037117410119906122,0.01262912246352865,HE,0.00567050189817219,0.0025571555207564724,0.011919725437389752,IF,0.0037146044686968997,0.00043917052183296634,2
0.011681233651308664,ED,0.005374492371471173,0.009242903670314667,0.01787644662487512,AL,0.007210993378149596,0.003619638206084462,0.012516670017373731,IS,0.00567050189817219,0.0025343860532548263,0.011037480926935,SO,0.0037146044686968997,0.00040666509340880875,2
0.01128429882563713,IS,0.005374492371471173,0.008928824655495533,0.01558193113751879,LY,0.007210993378149596,0.003155042747223492,0.0125088593184056,NO,0.00567050189817219,0.002532804536245628,0.010668020129644353,NO,0.0037146044686968997,0.0003930526749017522,2
0.011232737362990464,IT,0.005374492371471173,0.008888026085192964,0.015169240750233157,NT,0.007210993378149596,0.003071480844545123,0.01226861025538062,WA,0.00567050189817219,0.002484158700428842,0.008504649292252673,DO,0.0037146044686968997,0.00031334541112575185,2
0.010874495288754523,AL,0.005374492371471173,0.008604563132421228,0.014537840154893969,EN,0.007210993378149596,0.0029436343118312896,0.011592400831851939,ON,0.00567050189817219,0.0023472392378487967,0.008243325811074476,MY,0.0037146044686968997,0.000303717205325286,2
0.010748984742942346,AR,0.005374492371471173,0.008505251542637163,0.014421986756299191,AN,0.007210993378149596,0.0029201762165700722,0.01134100379634438,DE,0.00567050189817219,0.002296336151026536,0.007429208937393799,UP,0.0037146044686968997,0.0002737218724524459,2
0.03299197505365841,THE,0.0017128354559151969,0.01942501715637642,0.09001804453618961,THE,0.003166421903234053,0.014910304644294547,0.10840804253124013,THE,0.0024426356217291945,0.01795636584154632,0.34802363314727836,THE,0.0038696411307732703,0.014900327029491366,3
0.012615428687616793,AND,0.0017128354559151969,0.00742771289968061,0.041409883676605114,AND,0.003166421903234053,0.006859002370960831,0.038488614666957785,AND,0.0024426356217291945,0.006375132596781642,0.14834020454175292,AND,0.0038696411307732703,0.006351055930613729,3
0.01014716820478224,ING,0.0017128354559151969,0.005974450336663773,0.03228714596626815,ING,0.003166421903234053,0.005347940903763179,0.01577351982317057,THA,0.0024426356217291945,0.0026126760149932,0.042900646165807986,FOR,0.0038696411307732703,0.0018367535901693199,3
0.009746530688116845,ION,0.0017128354559151969,0.005738562954291059,0.024087655549631524,ION,0.003166421903234053,0.003989803202928373,0.015042404524642297,FOR,0.0024426356217291945,0.0024915763856096893,0.03606719829256159,WAS,0.0038696411307732703,0.0015441855046931688,3
0.008016322678963456,TIO,0.0017128354559151969,0.00471985097335503,0.015792538896438814,HAT,0.003166421903234053,0.0026158262742322536,0.011761432541071877,CON,0.0024426356217291945,0.0019481265466747512,0.02964397121034945,NOT,0.0038696411307732703,0.0012691806630847709,3
0.007394440167244617,ENT,0.0017128354559151969,0.004353698948817494,0.013311182549653293,ENT,0.003166421903234053,0.0022048222444040803,0.010464507952190734,WIT,0.0024426356217291945,0.0017333080531101626,0.024254261363729233,ARE,0.0038696411307732703,0.0010384249566907581,3
0.005613601833123559,ATI,0.0017128354559151969,0.0033051768419484046,0.012611026259568428,HIS,0.003166421903234053,0.002088850567418946,0.009679844993476587,WAS,0.0024426356217291945,0.001603338958382517,0.023670552309764475,HIS,0.0038696411307732703,0.001013433964798925,3
0.005410641904150388,FOR,0.0017128354559151969,0.0031856780821454926,0.0110943485886221,FOR,0.003166421903234053,0.0018376328672619804,0.009543638608724687,PRO,0.0024426356217291945,0.0015807781629152,0.01830228654630046,BUT,0.0038696411307732703,0.0007835963680430006,3
0.005205501174042472,HER,0.0017128354559151969,0.0030648953101126922,0.011071043907157586,TED,0.003166421903234053,0.00183377275341409,0.009040273178771522,NOT,0.0024426356217291945,0.0014974023025898773,0.017146551763677974,HAD,0.0038696411307732703,0.0007341145955992724,3
0.00490822667494038,TER,0.0017128354559151969,0.002889866011750908,0.009797089125159274,HER,0.003166421903234053,0.001622758906129125,0.008665122946403104,THI,0.0024426356217291945,0.0014352636027235165,0.015322556750042609,YOU,0.0038696411307732703,0.000656021846674296,3
0.004573297614405191,HAT,0.0017128354559151969,0.0026926664583296995,0.009328879039177538,WAS,0.003166421903234053,0.0015452060659681458,0.007551769509909901,COM,0.0024426356217291945,0.0012508512551723308,0.014085376696091235,ONE,0.0038696411307732703,0.0006030530662741498,3
0.004502809496258526,THA,0.0017128354559151969,0.002651164459674186,0.009140858931956987,ITH,0.003166421903234053,0.0015140630091248673,0.006947048816125409,HIS,0.0024426356217291945,0.0011506872289985448,0.013520358015742338,ALL,0.0038696411307732703,0.0005788622863583287,3
0.004260529388026349,ERE,0.0017128354559151969,0.002508514762243086,0.009073682281719469,ERE,0.003166421903234053,0.0015029360809052485,0.006880148554868441,ARE,0.0024426356217291945,0.0011396060809769027,0.01091585381003717,CAN,0.0038696411307732703,0.0004673527200000301,3
0.00417396306396312,ATE,0.0017128354559151969,0.00245754623649227,0.008239009491918931,NCE,0.003166421903234053,0.0013646835156739974,0.006813518014206809,WHI,0.0024426356217291945,0.0011285696086229672,0.010705224226945682,HER,0.0038696411307732703,0.00045833479888425207,3
0.003847771266258972,HIS,0.0017128354559151969,0.002265491009232703,0.007679187117118966,NOT,0.003166421903234053,0.0012719563052800394,0.006242965235120636,FRO,0.0024426356217291945,0.0010340650479467616,0.01069781806578977,HAS,0.0038696411307732703,0.0004580177105812015,3
0.0038457334797442357,CON,0.0017128354559151969,0.0022642912011598183,0.007609965470001997,ONS,0.003166421903234053,0.0012604906502348566,0.0060298233334887185,INT,0.0024426356217291945,0.0009987608964050281,0.00959964298901475,WHO,0.0038696411307732703,0.00041100030652847173,3
0.003573184647616686,RES,0.0017128354559151969,0.0021038198825613598,0.007520727287270182,ARE,0.003166421903234053,0.0012457095194372456,0.005948196500874063,YOU,0.0024426356217291945,0.0009852404856062348,0.009128337921677748,SHE,0.0038696411307732703,0.00039082179287274556,3
0.0035344147530712924,VER,0.0017128354559151969,0.002080992941601617,0.007514055100260882,TER,0.003166421903234053,0.0012446043594499902,0.005180258702773108,HAV,0.0024426356217291945,0.0008580416936690168,0.008975902127333603,ITS,0.0038696411307732703,0.00038429538785194955,3
0.003487865329233411,ALL,0.0017128354559151969,0.002053585568893568,0.0068405562561082225,ERS,0.003166421903234053,0.0011330481376320499,0.00496568430628678,STA,0.0024426356217291945,0.0008225002682030308,0.00863908000576745,MAY,0.0038696411307732703,0.00036987464372972807,3
0.0034256709118303938,ONS,0.0017128354559151969,0.0020169667358858577,0.006332843806468106,ITY,0.003166421903234053,0.0010489522506924953,0.004885271243458389,BUT,0.0024426356217291945,0.0008091809023988771,0.007739282261546541,HIM,0.0038696411307732703,0.0003313505914174059,3
0.011052084187965104,TION,0.0008658011556018148,0.004676614501013948,0.02656279045965844,TION,0.002330872741014917,0.0032625141256575375,0.018292668506681802,THAT,0.0018438202923956812,0.0022467552680377374,0.07274197088170994,THAT,0.004721484821096819,0.002245195806275506,4
0.005840625423068952,ATIO,0.0008658011556018148,0.002471421053619758,0.018279971655595632,THAT,0.002330872741014917,0.002245195806275506,0.013872538230018574,WITH,0.0018438202923956812,0.0017038628529218833,0.047121335830372764,WITH,0.004721484821096819,0.0014544096662502434,4
0.00530975740296285,THAT,0.0008658011556018148,0.002246787849716354,0.011863112310278414,WITH,0.002330872741014917,0.001457059699556988,0.008745373860550968,THIS,0.0018438202923956812,0.00107413058870964,0.03478605572318466,THIS,0.004721484821096819,0.0010736787232994525,4
0.004449904096842422,THER,0.0008658011556018148,0.0018829467522583404,0.008958688400774418,IONS,0.002330872741014917,0.0011003304603588212,0.007929474610183802,FROM,0.0018438202923956812,0.0009739196250505716,0.031541596558383976,FROM,0.004721484821096819,0.0009735378277181614,4
0.004044859753315725,WITH,0.0008658011556018148,0.001711554984128913,0.008742363536551037,THIS,0.002330872741014917,0.0010737608525334841,0.007184199561817057,WHIC,0.0018438202923956812,0.0008823829178477142,0.025252124498179648,HAVE,0.004721484821096819,0.0007794119864453028,4
0.003597563596941041,MENT,0.0008658011556018148,0.0015222846478218932,0.008623874084659387,THER,0.002330872741014917,0.001059207655981148,0.006380402480764642,HAVE,0.0018438202923956812,0.0007836583755192829,0.022385385690506087,THEY,0.004721484821096819,0.0006909295069268069,4
0.0027214524336146434,IONS,0.0008658011556018148,0.0011515641483007247,0.008169116184005835,MENT,0.002330872741014917,0.001003353054526913,0.005625860310411437,THEY,0.0018438202923956812,0.0006909834552047069,0.020642984082081345,WERE,0.004721484821096819,0.000637149924978931,4
0.002540111611593574,THIS,0.0008658011556018148,0.001074831008789084,0.00793284726555272,FROM,0.002330872741014917,0.000974333863750334,0.0051885692790044,WERE,0.0018438202923956812,0.0006372741821087372,0.014720139502608027,BEEN,0.004721484821096819,0.0004543401158705182,4
0.0023811000467587316,HERE,0.0008658011556018148,0.0010075463430836503,0.007276833416437734,OULD,0.002330872741014917,0.0008937604596640777,0.004947382131188271,THEI,0.0018438202923956812,0.0006076509210333536,0.01406741464497499,MORE,0.004721484821096819,0.00043419362966391544,4
0.002303512411228017,FROM,0.0008658011556018148,0.0009747156610827442,0.007176511017429225,HICH,0.002330872741014917,0.0008814385899274551,0.004837459135558496,THER,0.0018438202923956812,0.0005941498799239346,0.013817271235525553,WHEN,0.004721484821096819,0.00042647290217941245,4
0.0021584300152598834,OULD,0.0008658011556018148,0.0009133250287561057,0.006713023139020098,TING,0.002330872741014917,0.0008245117488759723,0.004611594031669265,COMP,0.0018438202923956812,0.0005664085139311239,0.01350271072193486,WILL,0.004721484821096819,0.0004167639276029308,4
0.0021267105083210883,TING,0.0008658011556018148,0.0008999031344244905,0.0066761824707637875,HERE,0.002330872741014917,0.0008199868778626119,0.004599308714625926,INTE,0.0018438202923956812,0.0005648995978986404,0.01111512264623014,WHAT,0.004721484821096819,0.00034307053340822526,4
0.002089917583120713,HICH,0.0008658011556018148,0.0008843344575486697,0.00637270542329751,HAVE,0.002330872741014917,0.0007827130019994844,0.00457151443147541,CONT,0.0018438202923956812,0.0005614858284933213,0.010906938850221103,THEM,0.004721484821096819,0.00033664489797288494,4
0.002085305575638283,WHIC,0.0008658011556018148,0.0008823829178477142,0.005629738740022299,THEY,0.002330872741014917,0.0006914598144716304,0.004352366508148935,CONS,0.0018438202923956812,0.0005345694848754704,0.01077405579437774,THAN,0.004721484821096819,0.0003325434352810127,4
0.002017648777715375,CTIO,0.0008658011556018148,0.0008537544024584645,0.0052894797339308715,ENCE,0.002330872741014917,0.0006496682784716227,0.004080215883494739,SOME,0.0018438202923956812,0.0005011432054117483,0.01074948923455621,SOME,0.004721484821096819,0.00033178518338850335,4
0.0018958521642516133,ENCE,0.0008658011556018148,0.0008022169911420301,0.005188520807459216,WERE,0.002330872741014917,0.0006372682287018052,0.003977051941536776,OTHE,0.0018438202923956812,0.0004884723296463601,0.010617583018670058,TIME,0.004721484821096819,0.0003277138710616645,4
0.0018685270324535449,HAVE,0.0008658011556018148,0.000790654546861329,0.0049409106486954886,HEIR,0.002330872741014917,0.0006068560759631899,0.003951493513793231,WILL,0.0018438202923956812,0.0004853331740794949,0.010403159088169415,INTO,0.004721484821096819,0.00032109563259919517,4
0.0017852019911818828,OTHE,0.0008658011556018148,0.0007553961205155569,0.004928266749602305,ALLY,0.002330872741014917,0.0006053031179086682,0.0037712790482452973,PART,0.0018438202923956812,0.0004631987435726211,0.010321419128762895,ONLY,0.004721484821096819,0.000318572712037102,4
0.0017678834082593055,IGHT,0.0008658011556018148,0.0007480678795561791,0.00472968660179333,ICAL,0.002330872741014917,0.0005809129643859846,0.003700064816279539,BEEN,0.0018438202923956812,0.0004544520180322832,0.010001719570178067,SUCH,0.004721484821096819,0.00030870511978599264,4
0.0017316023112036295,SION,0.0008658011556018148,0.0007327157792900564,0.004661745482029834,ATED,0.002330872741014917,0.0005725682513831081,0.0036876405847913623,MORE,0.0018438202923956812,0.0004529260401500959,0.009442969642193638,ALSO,0.004721484821096819,0.00029145918899993505,4
0.00816076866085005,ATION,0.0005383094335877469,0.0024508461471733165,0.018761050228416776,ATION,0.0012429309240031595,0.001725219532479888,0.009595077768535102,WHICH,0.0011360663199142188,0.0008823394948789729,0.03945537508244241,WHICH,0.0030370942019917434,0.0008812183304276992,5
0.003165189556199194,TIONS,0.0005383094335877469,0.0009505713188634832,0.009799474795555908,TIONS,0.0012429309240031595,0.0009011353372813879,0.006596395511320536,THEIR,0.0011360663199142188,0.0006065881302772468,0.02705111979606195,THEIR,0.0030370942019917434,0.0006041747815874459,5
0.0029379928668078004,WHICH,0.0005383094335877469,0.0008823394948789729,0.009582885567955026,WHICH,0.0012429309240031595,0.0008812183304276992,0.006084209321290677,THERE,0.0011360663199142188,0.0005594887617159093,0.020400979367695988,THERE,0.0030370942019917434,0.00045564684000409003,5
